Volume..ABD.,Exposure,Width,Area..Filled.,Fiber.Straightness,Image.Height,DOY,Image.Width,SAM,CLOUD_PC,PRECIP,Roughness,Symmetry,OtherFishDen,Geodesic.Aspect.Ratio,Convexity,WhitefishDen,Capture.X,Intensity,Diameter..ESD.,MinDepth,UnknwCoregonine,Circularity..Hu.,Feret.Angle.Max,Filter.Score,Sum.Intensity,Convex.Perimeter,Feret.Angle.Min,Elapsed.Time,Transparency,Fiber.Curl,Capture.Y,Diameter..ABD.,Particle.ID,Compactness,Image.X,trawltime,Geodesic.Thickness,avgdepth,EFFSPEED,volbest,LAT1,Edge.Gradient,LAT0,Image.Y,Diameter..FD.,repnum,Volume..ESD.,Perimeter,MaxDepth,XANGLE,XWAVEHT,Calibration.Image,Elongation,LON0,distshore,Aspect.Ratio,Circularity,Geodesic.Length,Unnamed: 0,YPerchDen,Area..ABD.,Length,LON1,WaterT,Sigma.Intensity,gdd2,CiscoDen,Circle.Fit,Loc_FISHI,Loc_NOTTA,SITE_HD08,SITE_HD31,SITE_HVA,SITE_PB10,SITE_PBB,SITE_R076,SITE_ST14,SITE_ST24,SITE_STA,SITE_STB,SITE_STC,WIND_000-00,WIND_060-10,WIND_090-05,WIND_090-10,WIND_135-10,WIND_180-07,WIND_200-02,WIND_200-10,WIND_200-15,WIND_220-02,WIND_220-15,WIND_230-02,WIND_230-10,WIND_240-03,FR_Fixed,FR_Random,class_0,class_1,class_2,class_3,class_4,class_5,tifffile,ParticleID
-0.7654677101254777,-0.6792592388964596,-1.0292402264362084,-1.0756250526449787,0.6797584929894783,-1.2565220979110956,-2.5152114211910126,-0.4522465138096475,-1.8300144221409727,-0.7488582026558178,-0.2520132203465429,-1.0653740936884533,-0.13427808776343295,0.0,0.3702664982867736,0.4541844208003206,-0.1953155692118188,0.7622547024640359,-0.6791863063922274,-1.020689890436878,0.11915854029297737,-0.24727480209586072,0.39609016966729793,0.15477636202500503,0.0,-1.2057491178798885,-1.0225576522801951,1.705011891395012,1.5244238296520907,-0.4154965135888449,-0.8694311750237208,-0.8149041964669643,-1.3044292229136174,-0.13836687636434786,-0.868097497364438,0.40081950536355415,-2.7712275397244563,-0.2067908671852021,0.32565722612977427,4.693299927330037,1.3270168336692514,0.5738747751361589,-0.8299177596527062,0.5785038175885696,-0.3902470510697575,-1.3056529732458346,0.2281363084078536,-0.5465699631561952,-1.1176133284385306,0.5556440192133509,-1.539735617407633,0.0,2.106410680289909,-0.8661538068714801,-0.5156596769917262,-0.22709542756157935,-0.4128508119133635,0.8126919528711842,-1.0768645497435978,-1.7278524011106853,-0.07824467726045539,-1.0769295175652311,-0.9925427047364856,-0.5165109860467767,-1.4692427169462086,0.07051777365526699,-1.7611079411645334,-0.14632320360718729,0.6850515518590907,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,04072021_Huron_10_2mm_Rep2_AD_000021.tif,04072021_Huron_10_2mm_Rep2_AD_000021_particle_5
-0.8961205683803798,-0.6792592388964596,-0.991750824270914,-1.3658122425721373,-0.35025362618638173,-1.0486203813357762,-2.5152114211910126,-1.1693753532189775,-1.8300144221409727,-0.7488582026558178,-0.2520132203465429,0.13162066404960954,-0.7985299635529538,0.0,-0.1492908592126014,-0.1304889802349205,-0.1953155692118188,0.7442543390350657,-0.5417982530396316,-1.2665272773574092,0.11915854029297737,-0.24727480209586072,0.38524751763509035,-0.9891570758731592,0.0,-1.473949398966897,-1.26850044259674,0.7429083023932976,2.1355864085688476,-0.22216288904107712,0.17815850027393146,-1.4218843744725727,-1.8508045410334155,0.13748287244004942,-0.4598072545585101,-0.6667971658002775,-2.7712275397244563,-1.0847061322337002,0.32565722612977427,4.693299927330037,1.3270168336692514,0.5738747751361589,-0.7931655599381688,0.5785038175885696,-0.6244770532722272,-1.8469477757813748,0.2281363084078536,-0.580798405559272,-1.1299182931631453,0.5556440192133509,-1.539735617407633,0.0,7.219484586230326,-0.4537578737547113,-0.5156596769917262,-0.22709542756157935,-0.10634811794438699,0.008829746333952632,-1.0305055856441767,-1.7270890468358409,-0.07824467726045539,-1.3712482162109858,-1.2255653775315676,-0.5165109860467767,-1.4692427169462086,-0.2817434413007653,-1.7611079411645334,-0.14632320360718729,1.22107210347816,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,04072021_Huron_10_2mm_Rep2_AD_000026.tif,04072021_Huron_10_2mm_Rep2_AD_000026_particle_6
0.638674606735421,-0.6792592388964596,1.07016629482027,0.8542756164501026,-0.7219974138237932,0.15258953665495725,-2.5152114211910126,0.8283406994212991,-1.8300144221409727,-0.7488582026558178,-0.2520132203465429,-0.0004396578544128529,-1.566794767697255,0.0,-0.3046941759646466,-0.4551338366029735,-0.1953155692118188,0.9782590636116797,-0.8297144484076453,0.4387242576662331,0.11915854029297737,-0.24727480209586072,-0.04332257058532269,0.15477636202500503,0.0,0.5175524801165656,0.43761161612096244,-0.8605976792762262,2.2521577347724384,0.046691682595662067,0.7065912556883256,1.3293809183565863,0.9936814411530757,0.1940674362973617,-0.21168659911203677,0.376828119494704,-2.7712275397244563,0.37186726515207336,0.32565722612977427,4.693299927330037,1.3270168336692514,0.5738747751361589,-0.7556478402079109,0.5785038175885696,0.06899129970516356,0.973666531849827,0.2281363084078536,0.023755139233621825,0.3534729171253279,0.5556440192133509,-1.539735617407633,0.0,7.219484586230326,-0.20550233848012087,-0.5156596769917262,-0.22709542756157935,0.07269214042820657,-0.2752713918070556,0.32021019832133163,-1.7247989840113072,-0.07824467726045539,0.8775787002775374,0.06665126251388645,-0.5165109860467767,-1.4692427169462086,-0.07644090231072811,-1.7611079411645334,-0.14632320360718729,-0.05522352713905132,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,04072021_Huron_10_2mm_Rep2_AD_000027.tif,04072021_Huron_10_2mm_Rep2_AD_000027_particle_9
0.06297119152153109,-0.6792592388964596,-0.05451577013855783,0.23928056101273606,0.9884266199086289,-0.817618474029866,-2.5152114211910126,0.21365883707044475,-1.8300144221409727,-0.7488582026558178,-0.2520132203465429,-0.9930050372850484,-0.24379434566079375,0.0,0.8101893203360957,0.9012876098272697,-0.1953155692118188,0.8486564469230935,-1.4990163319318144,-0.4259994239142583,0.11915854029297737,-0.24727480209586072,1.086025238453555,-0.10920827748995594,0.0,-0.33086653942682914,-0.42465794003410734,-1.8227012682779402,2.322886279018694,-1.1352111393467457,-1.1024865427435084,1.096799728653503,0.3336219234586552,0.22471740838673918,-1.0241629415548705,0.8086730651340066,-2.7712275397244563,1.7408433771156022,0.32565722612977427,4.693299927330037,1.3270168336692514,0.5738747751361589,0.10587707223574658,0.5785038175885696,-1.552175408452088,0.37778588922752826,0.2281363084078536,-0.4015504015376464,-0.6473921038187981,0.5556440192133509,-1.539735617407633,0.0,7.219484586230326,-1.0273517654112554,-0.5156596769917262,-0.22709542756157935,-0.04291332441502413,1.3501275160365482,-0.7474887709984377,-1.7240356297364625,-0.07824467726045539,0.19768655642052932,-0.39939408307627733,-0.5165109860467767,-1.4692427169462086,-0.25778631524487566,-1.7611079411645334,-0.14632320360718729,0.46249676335645945,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,04072021_Huron_10_2mm_Rep2_AD_000028.tif,04072021_Huron_10_2mm_Rep2_AD_000028_particle_10
-0.2650793103410648,-0.6792592388964596,-0.1294945744691461,-0.2542758732922368,0.465032839480504,-0.4480154223404095,-2.5152114211910126,-0.4778582580742664,-1.8300144221409727,-0.7488582026558178,-0.2520132203465429,-0.822911342672667,0.18821702343181113,0.0,0.2071316732386069,0.30671332232173487,-0.1953155692118188,0.6578525945760082,-0.09646709001662032,-0.4377040871681896,0.11915854029297737,-0.24727480209586072,0.3116316169953655,0.946730280569888,0.0,-0.25555404894150696,-0.43998629015587243,-0.6467968817202897,2.4068931909268563,-0.4789341091435813,-0.6888422520269203,0.24589293705685572,-0.15475988239017296,0.2482943099939526,-0.7794264041600467,1.6993532655150685,-2.7712275397244563,0.5052115572094654,0.32565722612977427,4.693299927330037,1.3270168336692514,0.5738747751361589,-1.2334065293570082,0.5785038175885696,-0.019536575143014,-0.16667392711814163,0.2281363084078536,-0.4054047582951022,-0.6180079704258487,0.5556440192133509,-1.539735617407633,0.0,7.219484586230326,-0.7758697715965777,-0.5156596769917262,-0.22709542756157935,-0.4798426966686715,0.581614299037599,-0.6366656253097815,-1.7232722754616179,-0.07824467726045539,-0.2438864681406939,-0.4417618417662923,-0.5165109860467767,-1.4692427169462086,0.8671954784879856,-1.7611079411645334,-0.14632320360718729,0.023880827395040383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,04072021_Huron_10_2mm_Rep2_AD_000028.tif,04072021_Huron_10_2mm_Rep2_AD_000028_particle_11
-0.6662053241165768,-0.23959525626302972,-0.8792826177750314,-0.8754855837323312,-0.05836094094762016,-0.009111798459179947,-0.14448356885941727,-1.2205988417482154,-0.45950918353387527,0.5747609046652932,-0.2520132203465429,-0.17053335246679432,0.2933306176951074,0.0,-0.4090695379622889,-0.3170425253067714,-0.03404523169918122,-0.116163032869715,-1.6701796083613158,-0.47126435794334565,1.0094144768249673,0.8520061461943308,-0.6196951259816167,-1.1651468355497998,0.0,-1.214203168195237,-0.46748158193057526,0.10150590972548813,-0.9293749236675233,0.6485936308947668,-0.17142455130575007,-1.465375166043068,-1.0016694923156715,-1.2388187588810353,0.03337394958560451,-0.27093929896425,-0.029798410721265524,-0.9075997664956232,0.8074020350541188,0.6620958130921099,1.6933701757303312,0.6540558317268195,-1.0160820929319572,0.659880345625991,-1.552175408452088,-0.9882997411951885,0.2281363084078536,-0.41621131137217876,-0.4841160555577103,0.4385549753689028,0.7094159918652594,0.0,-0.45012627268029914,0.03900414285704426,-0.5411160854580462,-0.3127065016761704,-1.372672594381009,-0.478855387110866,-0.4120799175134657,-1.7225089211867735,-0.07824467726045539,-0.8856589993939032,-0.37821020373126985,-0.541682896015549,-1.1325486328565988,-0.5772097453484382,-0.952391995438266,0.01933080144340796,-0.6325672490371238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20190514_FISHI_152_2mm_rep2_AO_000001.tif,20190514_FISHI_152_2mm_rep2_AO_000001_particle_12
-0.6940103837378104,-0.23959525626302972,-0.9167720199403255,-0.9379319381302957,3.722823613811972,-1.3258226701028686,-0.14448356885941727,-0.7851991892496936,-0.45950918353387527,0.5747609046652932,-0.2520132203465429,-1.7335993225228092,3.134699660529653,0.0,4.501211380904572,1.7506794491208915,-0.03404523169918122,1.7810752725437553,-2.534954565903823,-1.2282862686689084,1.0094144768249673,0.8520061461943308,1.8940881478012304,0.5067558813782864,0.0,-1.4113626356287983,-1.2291637274351355,-1.5020000719440356,-0.9161915611614457,-1.850394508279308,-1.925137206411117,1.0419635131950522,-1.08031495151011,-1.231156265858691,-1.304648726027226,-0.9097099477223852,-0.029798410721265524,2.665225123212047,0.8074020350541188,0.6620958130921099,1.6933701757303312,0.6540558317268195,0.21856958140574084,0.659880345625991,-1.164865955991311,-1.0836226467255596,0.2281363084078536,-0.5762924631465256,-1.374234597838089,0.4385549753689028,0.7094159918652594,0.0,-0.45012627268029914,-1.3596542735012136,-0.5411160854580462,-0.3127065016761704,0.5860989740396835,3.209877132300615,-1.5182274125170616,-1.7209822126370842,-0.07824467726045539,-0.9372760122309158,-1.1831976188415525,-0.541682896015549,-1.1325486328565988,-0.2958462815159317,-0.952391995438266,0.01933080144340796,2.995607101459352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20190514_FISHI_152_2mm_rep2_AO_000001.tif,20190514_FISHI_152_2mm_rep2_AO_000001_particle_14
-0.7041835662538575,-0.23959525626302972,-0.991750824270914,-0.9223392208922072,2.3546185903594767,-0.840718664760457,-0.14448356885941727,-1.2462105860128343,-0.45950918353387527,0.5747609046652932,-0.2520132203465429,-1.570901005937052,1.7164916374065418,0.0,2.702862551226676,1.604250549218126,-0.03404523169918122,0.8666568103520638,-1.1442782874187776,-1.1877047426831793,1.0094144768249673,0.8520061461943308,1.4175821242805318,1.47469955959981,0.0,-1.1749245787899474,-1.1862980618576735,-0.43299608416435315,-0.9080714146072573,-1.564925328282995,-1.8738302411295218,1.6413800752753571,-1.1101625647321278,-1.2264408855372484,-1.2521228937149214,1.168543853166759,-0.029798410721265524,1.734461656082918,0.8074020350541188,0.6620958130921099,1.6933701757303312,0.6540558317268195,-0.8369286923735116,0.659880345625991,-1.164865955991311,-1.0595322993789724,0.2281363084078536,-0.5711952225345294,-1.3199167658768973,0.4385549753689028,0.7094159918652594,0.0,-0.45012627268029914,-1.281151356205432,-0.5411160854580462,-0.3127065016761704,0.0288213486415448,2.7104090023430363,-1.4033415079955225,-1.7186921498125505,-0.07824467726045539,-0.9565108194009444,-1.1620137394965453,-0.541682896015549,-1.1325486328565988,-0.6533296778905512,-0.952391995438266,0.01933080144340796,2.1201462225484713,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20190514_FISHI_152_2mm_rep2_AO_000001.tif,20190514_FISHI_152_2mm_rep2_AO_000001_particle_17
-0.6669571428751759,-0.23959525626302972,-0.9542614221056199,-0.8883983507148909,2.454600222774593,-1.2796222886416866,-0.14448356885941727,-0.6571404679265989,-0.45950918353387527,0.5747609046652932,-0.2520132203465429,-1.6665126789955647,1.9481818111492,0.0,2.5520981394523043,1.6683457616310802,-0.03404523169918122,1.6046717109398463,-0.7928917891461602,-1.1369752392412826,1.0094144768249673,0.8520061461943308,1.389048829458933,0.41876100153996604,0.0,-1.0481212660054213,-1.132828641125005,-1.3950996731660672,-0.9055398066313127,-1.5430242536271932,-1.9178904599024174,-0.6617409739795679,-1.0037425037933791,-1.225851462997068,-1.2440586124003523,1.3184900148470722,-0.029798410721265524,1.7111510252852273,0.8074020350541188,0.6620958130921099,1.6933701757303312,0.6540558317268195,-1.0518443648720286,0.659880345625991,-1.164865955991311,-1.007762214176879,0.2281363084078536,-0.5643503899869319,-1.2979690668285955,0.4385549753689028,0.7094159918652594,0.0,-0.45012627268029914,-1.2709153028793105,-0.5411160854580462,-0.3127065016761704,0.13671978249522695,2.6423294669359736,-1.3803742781816537,-1.7179287955377058,-0.07824467726045539,-0.8870371957241737,-1.0984621014615228,-0.541682896015549,-1.1325486328565988,0.8827145034946351,-0.952391995438266,0.01933080144340796,2.0676067631937385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20190514_FISHI_152_2mm_rep2_AO_000001.tif,20190514_FISHI_152_2mm_rep2_AO_000001_particle_18
-0.6852002625447884,-0.23959525626302972,-0.9542614221056199,-0.921660985332164,1.110551835341858,-1.3027224793722776,-0.14448356885941727,-0.7339757007204557,-0.45950918353387527,0.5747609046652932,-0.2520132203465429,-1.0558657505113633,1.978450123633395,0.0,1.727919355085736,1.5651681026248614,-0.03404523169918122,-0.44736971996276864,-2.584112689305381,-1.2103358746327164,1.0094144768249673,0.8520061461943308,2.018493313223401,0.15477636202500503,0.0,-1.410142156533977,-1.2089605358828537,-1.6089004707220038,-0.8886847742793291,-1.8103684063221532,-1.1877082816858189,1.1781085998505159,-1.0549455746213454,-1.2164207023541826,-1.1795443618837997,-0.360906995972438,-0.029798410721265524,1.106607122053383,0.8074020350541188,0.6620958130921099,1.6933701757303312,0.6540558317268195,-0.14220389531736047,0.659880345625991,0.10403358349923383,-1.0584891690627882,0.2281363084078536,-0.5740784940432723,-1.257287372732554,0.4385549753689028,0.7094159918652594,0.0,-0.45012627268029914,-1.194854951027609,-0.5411160854580462,-0.3127065016761704,0.9204655492785668,2.164463497251789,-1.3004833055587295,-1.7171654412628614,-0.07824467726045539,-0.9207734035028232,-1.2255653775315676,-0.541682896015549,-1.1325486328565988,-0.2412051516446167,-0.952391995438266,0.01933080144340796,2.8893475207419153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20190514_FISHI_152_2mm_rep2_AO_000001.tif,20190514_FISHI_152_2mm_rep2_AO_000001_particle_19
